crime_type,state,year,subject_count,victim_count,loss_amount
Non-payment/Non-Delivery,Illinois,2016,"1,376","2,573",3757670
Other,Illinois,2016,108,338,530824
Personal Data Breach,Illinois,2016,282,835,1425348
Phishing/Vishing/Smishing/Pharming,Illinois,2016,132,543,1117150
Ransomware,Illinois,2016,1,87,44492
Re-shipping,Illinois,2016,8,31,26294
Real Estate/Rental,Illinois,2016,164,328,1293515
Tech Support,Illinois,2016,67,338,160637
Terrorism,Illinois,2016,9,26,0
Virus,Illinois,2016,8,43,33930
Virtual Currency,Illinois,2016,5,57,75463
419/Overpayment,Indiana,2016,151,330,397431
Advanced Fee,Indiana,2016,65,244,515217
Auction,Indiana,2016,94,271,243043
BEC/EAC,Indiana,2016,45,171,2375816
Charity,Indiana,2016,1,7,71
Civil Matter,Indiana,2016,8,15,11894
Confidence Fraud/Romance,Indiana,2016,81,227,1597386
Corporate Data Breach,Indiana,2016,11,41,765965
Credit Card Fraud,Indiana,2016,77,299,485554
Crimes Against Children,Indiana,2016,1,16,0
Criminal Forums,Indiana,2016,0,0,0
Denial of Service,Indiana,2016,1,32,18570
Employment,Indiana,2016,63,239,550006
Extortion,Indiana,2016,35,260,89895
Gambling,Indiana,2016,1,1,18450
Government Impersonation,Indiana,2016,12,167,143753
Hacktivist,Indiana,2016,0,0,0
Harassment/Threats of Violence,Indiana,2016,84,231,75058
Social Media,Indiana,2016,97,332,545783
Health Care Related,Indiana,2016,3,1,0
IPR/Copyright and Counterfeit,Indiana,2016,5,28,139224
Identity Theft,Indiana,2016,60,234,1212437
Investment,Indiana,2016,13,13,178111
Lottery/Sweepstakes,Indiana,2016,20,87,341385
Malware/Scareware,Indiana,2016,3,41,13918
Misrepresentation,Indiana,2016,21,82,87813
No Lead Value,Indiana,2016,53,526,0
Non-payment/Non-Delivery,Indiana,2016,411,"1,119",1762111
Other,Indiana,2016,45,187,118868
Personal Data Breach,Indiana,2016,104,411,524514
Phishing/Vishing/Smishing/Pharming,Indiana,2016,42,249,180067
Ransomware,Indiana,2016,1,36,58650
Re-shipping,Indiana,2016,4,16,45929
Real Estate/Rental,Indiana,2016,45,142,242637
Tech Support,Indiana,2016,25,168,81669
Terrorism,Indiana,2016,1,2,0
Virus,Indiana,2016,3,17,11946
Virtual Currency,Indiana,2016,0,17,9788
419/Overpayment,Iowa,2016,72,144,288220
Advanced Fee,Iowa,2016,28,90,126226
Auction,Iowa,2016,51,113,94373
BEC/EAC,Iowa,2016,13,66,753633
Charity,Iowa,2016,0,2,100
Civil Matter,Iowa,2016,1,7,2381
Confidence Fraud/Romance,Iowa,2016,32,93,2622283
Corporate Data Breach,Iowa,2016,5,15,16394
Credit Card Fraud,Iowa,2016,13,66,147544
Crimes Against Children,Iowa,2016,2,3,0
Criminal Forums,Iowa,2016,0,0,0
Denial of Service,Iowa,2016,0,4,100
Employment,Iowa,2016,68,68,92768
Extortion,Iowa,2016,9,147,151913
Gambling,Iowa,2016,1,2,70
Government Impersonation,Iowa,2016,4,96,25307
Hacktivist,Iowa,2016,0,0,0
Harassment/Threats of Violence,Iowa,2016,28,78,60595
Social Media,Iowa,2016,39,112,245859
Health Care Related,Iowa,2016,0,0,0
IPR/Copyright and Counterfeit,Iowa,2016,4,15,7057
Identity Theft,Iowa,2016,16,83,67939
Investment,Iowa,2016,1,8,205500
Lottery/Sweepstakes,Iowa,2016,8,29,24581
Malware/Scareware,Iowa,2016,5,25,14442
Misrepresentation,Iowa,2016,10,19,19767
No Lead Value,Iowa,2016,5,15,0
Non-payment/Non-Delivery,Iowa,2016,264,471,637421
Other,Iowa,2016,13,41,4748
Personal Data Breach,Iowa,2016,48,141,168275
Phishing/Vishing/Smishing/Pharming,Iowa,2016,12,92,31730
Ransomware,Iowa,2016,0,28,4600
Re-shipping,Iowa,2016,5,1,0
Real Estate/Rental,Iowa,2016,13,58,121848
Tech Support,Iowa,2016,10,75,23583
Terrorism,Iowa,2016,1,0,0
Virus,Iowa,2016,2,7,5599
Virtual Currency,Iowa,2016,1,10,6824
419/Overpayment,Kansas,2016,84,201,417765
Advanced Fee,Kansas,2016,75,133,386734
Auction,Kansas,2016,80,106,73416
BEC/EAC,Kansas,2016,14,81,1804042
Charity,Kansas,2016,1,3,250
Civil Matter,Kansas,2016,2,7,882
Confidence Fraud/Romance,Kansas,2016,54,122,2532399
Corporate Data Breach,Kansas,2016,6,24,32524
Credit Card Fraud,Kansas,2016,27,87,259490
Crimes Against Children,Kansas,2016,2,3,0
Criminal Forums,Kansas,2016,0,0,0
Denial of Service,Kansas,2016,0,5,0
Employment,Kansas,2016,37,108,163044
Extortion,Kansas,2016,25,130,109303
Gambling,Kansas,2016,1,0,0
Government Impersonation,Kansas,2016,8,89,48712
Hacktivist,Kansas,2016,0,2,0
Harassment/Threats of Violence,Kansas,2016,40,103,378074
Social Media,Kansas,2016,59,143,1048696
Health Care Related,Kansas,2016,1,0,0
IPR/Copyright and Counterfeit,Kansas,2016,4,24,97525
Identity Theft,Kansas,2016,25,119,111745
Investment,Kansas,2016,2,6,1245
Lottery/Sweepstakes,Kansas,2016,9,53,502981
Malware/Scareware,Kansas,2016,3,25,2039
Misrepresentation,Kansas,2016,9,27,26797
No Lead Value,Kansas,2016,13,51,0
Non-payment/Non-Delivery,Kansas,2016,631,499,821746
Other,Kansas,2016,23,68,32989
Personal Data Breach,Kansas,2016,61,174,158013
Phishing/Vishing/Smishing/Pharming,Kansas,2016,27,155,162624
Ransomware,Kansas,2016,0,21,11500
Re-shipping,Kansas,2016,0,7,0
Real Estate/Rental,Kansas,2016,26,75,252841
Tech Support,Kansas,2016,12,72,23486
Terrorism,Kansas,2016,0,2,0
Virus,Kansas,2016,0,5,400
Virtual Currency,Kansas,2016,1,10,16075
419/Overpayment,Kentucky,2016,72,222,359064
Advanced Fee,Kentucky,2016,46,153,335603
Auction,Kentucky,2016,94,172,131123
BEC/EAC,Kentucky,2016,21,95,973345
Charity,Kentucky,2016,1,4,0
Civil Matter,Kentucky,2016,2,9,4936
Confidence Fraud/Romance,Kentucky,2016,52,168,1287015
Corporate Data Breach,Kentucky,2016,2,31,153051
Credit Card Fraud,Kentucky,2016,32,170,610637
Crimes Against Children,Kentucky,2016,1,22,0
Criminal Forums,Kentucky,2016,0,0,0
Denial of Service,Kentucky,2016,2,12,8050
Employment,Kentucky,2016,36,146,220697
Extortion,Kentucky,2016,21,172,157086
Gambling,Kentucky,2016,0,1,0
Government Impersonation,Kentucky,2016,5,105,154236
Hacktivist,Kentucky,2016,0,1,0
Harassment/Threats of Violence,Kentucky,2016,55,163,64614
Social Media,Kentucky,2016,88,235,448824
Health Care Related,Kentucky,2016,0,1,0
IPR/Copyright and Counterfeit,Kentucky,2016,1,13,4860
Identity Theft,Kentucky,2016,34,160,305811
Investment,Kentucky,2016,3,11,4116660
Lottery/Sweepstakes,Kentucky,2016,18,67,218617
Malware/Scareware,Kentucky,2016,2,21,4812
Misrepresentation,Kentucky,2016,15,40,46038
No Lead Value,Kentucky,2016,41,68,0
Non-payment/Non-Delivery,Kentucky,2016,269,745,1436053
Other,Kentucky,2016,20,93,51419
Personal Data Breach,Kentucky,2016,79,248,148104
Phishing/Vishing/Smishing/Pharming,Kentucky,2016,29,130,31231
Ransomware,Kentucky,2016,1,23,15898
Re-shipping,Kentucky,2016,2,7,53000
Real Estate/Rental,Kentucky,2016,40,88,81567
Tech Support,Kentucky,2016,9,116,44468
Terrorism,Kentucky,2016,0,3,0
Virus,Kentucky,2016,1,5,2837
Virtual Currency,Kentucky,2016,2,15,4013911
419/Overpayment,Louisiana,2016,80,296,673816
Advanced Fee,Louisiana,2016,48,198,1276918
Auction,Louisiana,2016,74,248,158635
BEC/EAC,Louisiana,2016,40,124,6577836
Charity,Louisiana,2016,1,4,20000
Civil Matter,Louisiana,2016,10,10,5340
Confidence Fraud/Romance,Louisiana,2016,27,138,1587461
Corporate Data Breach,Louisiana,2016,10,35,229668
Credit Card Fraud,Louisiana,2016,50,97,150504
Crimes Against Children,Louisiana,2016,1,10,0
Criminal Forums,Louisiana,2016,0,0,0
Denial of Service,Louisiana,2016,3,4,2649
Employment,Louisiana,2016,43,189,221159
Extortion,Louisiana,2016,26,182,102188
Gambling,Louisiana,2016,0,0,0
Government Impersonation,Louisiana,2016,12,133,26012
Hacktivist,Louisiana,2016,0,1,0
Harassment/Threats of Violence,Louisiana,2016,70,171,38937
Social Media,Louisiana,2016,69,226,520833
Health Care Related,Louisiana,2016,1,2,0
IPR/Copyright and Counterfeit,Louisiana,2016,7,13,2749
Identity Theft,Louisiana,2016,41,116,95901
Investment,Louisiana,2016,3,14,798432
Lottery/Sweepstakes,Louisiana,2016,9,66,948543
Malware/Scareware,Louisiana,2016,5,25,14958
Misrepresentation,Louisiana,2016,26,53,153012
No Lead Value,Louisiana,2016,41,74,0
Non-payment/Non-Delivery,Louisiana,2016,303,972,1456410
Other,Louisiana,2016,43,102,224319
Personal Data Breach,Louisiana,2016,106,275,150156
Phishing/Vishing/Smishing/Pharming,Louisiana,2016,25,144,20683
Ransomware,Louisiana,2016,1,43,53837
Re-shipping,Louisiana,2016,0,6,0
Real Estate/Rental,Louisiana,2016,72,119,311165
Tech Support,Louisiana,2016,11,116,74332
Terrorism,Louisiana,2016,0,1,0
Virus,Louisiana,2016,2,12,3082
Virtual Currency,Louisiana,2016,2,7,35100
419/Overpayment,Maine,2016,18,79,84640
Advanced Fee,Maine,2016,7,34,145707
Auction,Maine,2016,33,39,31657
BEC/EAC,Maine,2016,2,29,339870
Charity,Maine,2016,0,0,0
Civil Matter,Maine,2016,0,1,0
Confidence Fraud/Romance,Maine,2016,12,56,191258
Corporate Data Breach,Maine,2016,8,27,40125
Credit Card Fraud,Maine,2016,9,43,55329
Crimes Against Children,Maine,2016,1,3,0
Criminal Forums,Maine,2016,0,0,0
Denial of Service,Maine,2016,1,6,2100
Employment,Maine,2016,9,26,59943
Extortion,Maine,2016,9,44,11800
Gambling,Maine,2016,0,1,0
Government Impersonation,Maine,2016,6,35,57154
Hacktivist,Maine,2016,0,0,0
Harassment/Threats of Violence,Maine,2016,19,44,7890
Social Media,Maine,2016,17,50,56171
Health Care Related,Maine,2016,1,1,0
IPR/Copyright and Counterfeit,Maine,2016,1,5,916
Identity Theft,Maine,2016,13,50,100848
Investment,Maine,2016,0,2,32362
Lottery/Sweepstakes,Maine,2016,3,15,90894
Malware/Scareware,Maine,2016,2,14,500
Misrepresentation,Maine,2016,5,13,16208
No Lead Value,Maine,2016,0,16,0
Non-payment/Non-Delivery,Maine,2016,118,168,182157
Other,Maine,2016,4,28,20492
Personal Data Breach,Maine,2016,21,79,161127
Phishing/Vishing/Smishing/Pharming,Maine,2016,9,58,12493
Ransomware,Maine,2016,1,7,500
Re-shipping,Maine,2016,0,2,2500
Real Estate/Rental,Maine,2016,10,53,31891
Tech Support,Maine,2016,8,42,10867
Terrorism,Maine,2016,0,1,0
Virus,Maine,2016,0,2,625
Virtual Currency,Maine,2016,2,1,50
419/Overpayment,Maryland,2016,199,537,450698
Advanced Fee,Maryland,2016,206,319,622154
Auction,Maryland,2016,199,488,309381
BEC/EAC,Maryland,2016,68,210,11964669
Charity,Maryland,2016,2,6,14016
Civil Matter,Maryland,2016,14,13,13385
Confidence Fraud/Romance,Maryland,2016,93,273,4592479
Corporate Data Breach,Maryland,2016,17,66,7712577
Credit Card Fraud,Maryland,2016,97,498,836225
Crimes Against Children,Maryland,2016,2,13,170
Criminal Forums,Maryland,2016,0,2,0
Denial of Service,Maryland,2016,2,15,200
Employment,Maryland,2016,177,344,404151
Extortion,Maryland,2016,56,385,297251
Gambling,Maryland,2016,0,0,0
Government Impersonation,Maryland,2016,39,248,295120
Hacktivist,Maryland,2016,0,1,0
Harassment/Threats of Violence,Maryland,2016,114,718,66524
Social Media,Maryland,2016,99,613,641366
Health Care Related,Maryland,2016,4,6,5304
IPR/Copyright and Counterfeit,Maryland,2016,9,49,11130
Identity Theft,Maryland,2016,105,411,646313
Investment,Maryland,2016,9,38,671422
Lottery/Sweepstakes,Maryland,2016,19,83,206106
Malware/Scareware,Maryland,2016,21,57,6687
Misrepresentation,Maryland,2016,37,108,143299
No Lead Value,Maryland,2016,603,"2,229",0
Non-payment/Non-Delivery,Maryland,2016,"1,452","1,510",2064365
Other,Maryland,2016,60,194,650902
Personal Data Breach,Maryland,2016,172,775,614877
Phishing/Vishing/Smishing/Pharming,Maryland,2016,74,379,232947
Ransomware,Maryland,2016,4,50,37390
Re-shipping,Maryland,2016,13,14,20028
Real Estate/Rental,Maryland,2016,77,232,1350214
Tech Support,Maryland,2016,54,244,134235
Terrorism,Maryland,2016,1,6,0
Virus,Maryland,2016,4,29,18462
Virtual Currency,Maryland,2016,3,41,36325
419/Overpayment,Massachusetts,2016,125,514,785298
Advanced Fee,Massachusetts,2016,79,266,608390
Auction,Massachusetts,2016,163,502,248849
BEC/EAC,Massachusetts,2016,49,336,11083221
Charity,Massachusetts,2016,3,8,4040
Civil Matter,Massachusetts,2016,15,18,25194
Confidence Fraud/Romance,Massachusetts,2016,86,218,2052581
Corporate Data Breach,Massachusetts,2016,13,98,651508
Credit Card Fraud,Massachusetts,2016,59,226,1497465
Crimes Against Children,Massachusetts,2016,1,17,0
Criminal Forums,Massachusetts,2016,0,1,0
Denial of Service,Massachusetts,2016,4,17,33
Employment,Massachusetts,2016,103,227,755522
Extortion,Massachusetts,2016,24,206,250594
Gambling,Massachusetts,2016,1,1,0
Government Impersonation,Massachusetts,2016,12,188,97047
Hacktivist,Massachusetts,2016,0,2,0
Harassment/Threats of Violence,Massachusetts,2016,83,208,134397
Social Media,Massachusetts,2016,70,216,531805
Health Care Related,Massachusetts,2016,1,4,198
IPR/Copyright and Counterfeit,Massachusetts,2016,15,58,30283
Identity Theft,Massachusetts,2016,54,302,1519949
Investment,Massachusetts,2016,9,20,177130
Lottery/Sweepstakes,Massachusetts,2016,12,57,42691
Malware/Scareware,Massachusetts,2016,11,55,85458
Misrepresentation,Massachusetts,2016,43,91,127135
No Lead Value,Massachusetts,2016,47,68,0
Non-payment/Non-Delivery,Massachusetts,2016,506,"1,345",1716945
Other,Massachusetts,2016,43,155,131084
Personal Data Breach,Massachusetts,2016,132,454,990570
Phishing/Vishing/Smishing/Pharming,Massachusetts,2016,48,378,1803718
Ransomware,Massachusetts,2016,5,46,10800
Re-shipping,Massachusetts,2016,7,6,187545
Real Estate/Rental,Massachusetts,2016,118,358,857435
Tech Support,Massachusetts,2016,43,209,167735
Terrorism,Massachusetts,2016,0,4,200
Virus,Massachusetts,2016,6,23,10974
Virtual Currency,Massachusetts,2016,4,29,17232
419/Overpayment,Michigan,2016,211,632,1661038
Advanced Fee,Michigan,2016,108,332,1914222
Auction,Michigan,2016,201,507,434021
BEC/EAC,Michigan,2016,43,213,5356078
Charity,Michigan,2016,11,13,140685
Civil Matter,Michigan,2016,16,24,92422
Confidence Fraud/Romance,Michigan,2016,121,372,7476003
Corporate Data Breach,Michigan,2016,17,70,747793
Credit Card Fraud,Michigan,2016,123,314,476346
Crimes Against Children,Michigan,2016,7,23,0
Criminal Forums,Michigan,2016,0,0,0
Denial of Service,Michigan,2016,4,26,648
Employment,Michigan,2016,141,355,619994
Extortion,Michigan,2016,34,420,640949
Gambling,Michigan,2016,0,1,237
Government Impersonation,Michigan,2016,22,313,540058
Hacktivist,Michigan,2016,0,2,0
Harassment/Threats of Violence,Michigan,2016,128,333,118220
Social Media,Michigan,2016,240,422,2049305
Health Care Related,Michigan,2016,1,7,1366
IPR/Copyright and Counterfeit,Michigan,2016,20,39,71733
Identity Theft,Michigan,2016,87,529,1461558
Investment,Michigan,2016,24,29,918384
Lottery/Sweepstakes,Michigan,2016,20,116,1300609
Malware/Scareware,Michigan,2016,11,73,100596
Misrepresentation,Michigan,2016,55,97,190439
No Lead Value,Michigan,2016,101,188,0
Non-payment/Non-Delivery,Michigan,2016,896,"1,667",2181987
Other,Michigan,2016,67,202,573348
Personal Data Breach,Michigan,2016,158,610,2716619
Phishing/Vishing/Smishing/Pharming,Michigan,2016,54,412,73922
Ransomware,Michigan,2016,1,78,53706
Re-shipping,Michigan,2016,6,21,139754
Real Estate/Rental,Michigan,2016,70,230,550946
Tech Support,Michigan,2016,32,285,236017
Terrorism,Michigan,2016,1,7,0
Virus,Michigan,2016,2,34,15378
Virtual Currency,Michigan,2016,5,40,61713
419/Overpayment,Minnesota,2016,75,398,1080744
Advanced Fee,Minnesota,2016,72,159,527075
Auction,Minnesota,2016,109,238,205111
BEC/EAC,Minnesota,2016,34,175,4595270
Charity,Minnesota,2016,3,12,8745
Civil Matter,Minnesota,2016,4,9,4133
Confidence Fraud/Romance,Minnesota,2016,48,179,3090593
Corporate Data Breach,Minnesota,2016,7,49,108039
Credit Card Fraud,Minnesota,2016,53,169,497542
Crimes Against Children,Minnesota,2016,5,10,20
Criminal Forums,Minnesota,2016,0,1,0
Denial of Service,Minnesota,2016,2,11,500
Employment,Minnesota,2016,88,195,835944
Extortion,Minnesota,2016,21,236,86875
Gambling,Minnesota,2016,0,1,4950
Government Impersonation,Minnesota,2016,13,157,114627
Hacktivist,Minnesota,2016,0,2,0
Harassment/Threats of Violence,Minnesota,2016,71,174,563307
Social Media,Minnesota,2016,65,209,1277420
Health Care Related,Minnesota,2016,2,5,1369
IPR/Copyright and Counterfeit,Minnesota,2016,7,28,9494
Identity Theft,Minnesota,2016,42,192,765368
Investment,Minnesota,2016,3,17,427143
Lottery/Sweepstakes,Minnesota,2016,7,51,125172
Malware/Scareware,Minnesota,2016,1,46,14779
Misrepresentation,Minnesota,2016,21,62,48976
No Lead Value,Minnesota,2016,18,49,0
Non-payment/Non-Delivery,Minnesota,2016,496,837,1360312
Other,Minnesota,2016,34,115,136018
Personal Data Breach,Minnesota,2016,78,327,417808
Phishing/Vishing/Smishing/Pharming,Minnesota,2016,35,257,141050
Ransomware,Minnesota,2016,2,38,19604
Re-shipping,Minnesota,2016,4,12,14788
Real Estate/Rental,Minnesota,2016,63,149,909175
Tech Support,Minnesota,2016,10,186,344262
Terrorism,Minnesota,2016,1,2,0
Virus,Minnesota,2016,1,18,1078
Virtual Currency,Minnesota,2016,1,15,45800
419/Overpayment,Mississippi,2016,81,122,228471
Advanced Fee,Mississippi,2016,47,104,445726
Auction,Mississippi,2016,97,131,109248
BEC/EAC,Mississippi,2016,16,35,455613
Charity,Mississippi,2016,0,2,40
Civil Matter,Mississippi,2016,3,5,50266
Confidence Fraud/Romance,Mississippi,2016,29,66,982516
Corporate Data Breach,Mississippi,2016,1,8,15900
Credit Card Fraud,Mississippi,2016,25,53,40433
Crimes Against Children,Mississippi,2016,3,5,0
Criminal Forums,Mississippi,2016,0,2,900
Denial of Service,Mississippi,2016,1,0,0
Employment,Mississippi,2016,58,89,262663
Extortion,Mississippi,2016,7,92,40698
Gambling,Mississippi,2016,0,1,0
Government Impersonation,Mississippi,2016,3,68,35601
Hacktivist,Mississippi,2016,0,1,0
Harassment/Threats of Violence,Mississippi,2016,37,88,26386
Social Media,Mississippi,2016,58,125,147122
Health Care Related,Mississippi,2016,3,2,2390
IPR/Copyright and Counterfeit,Mississippi,2016,2,6,1033
Identity Theft,Mississippi,2016,34,57,64809
Investment,Mississippi,2016,2,7,133973
Lottery/Sweepstakes,Mississippi,2016,12,38,304798
Malware/Scareware,Mississippi,2016,2,16,578
Misrepresentation,Mississippi,2016,13,33,20088
No Lead Value,Mississippi,2016,13,46,0
Non-payment/Non-Delivery,Mississippi,2016,622,518,684389
Other,Mississippi,2016,20,52,252362
Personal Data Breach,Mississippi,2016,58,122,62971
Phishing/Vishing/Smishing/Pharming,Mississippi,2016,19,78,7723
Ransomware,Mississippi,2016,0,7,1000
Re-shipping,Mississippi,2016,0,6,0
Real Estate/Rental,Mississippi,2016,28,39,47032
Tech Support,Mississippi,2016,9,43,18687
Terrorism,Mississippi,2016,1,1,0
Virus,Mississippi,2016,1,2,0
Virtual Currency,Mississippi,2016,1,1,1000
419/Overpayment,Missouri,2016,112,414,515272
Advanced Fee,Missouri,2016,70,234,489887
Auction,Missouri,2016,140,285,172155
BEC/EAC,Missouri,2016,41,145,6216059
Charity,Missouri,2016,0,4,50
Civil Matter,Missouri,2016,15,8,600
Confidence Fraud/Romance,Missouri,2016,74,256,2424196
Corporate Data Breach,Missouri,2016,9,45,3873221
Credit Card Fraud,Missouri,2016,50,241,524069
Crimes Against Children,Missouri,2016,4,11,0
Criminal Forums,Missouri,2016,0,0,0
Denial of Service,Missouri,2016,3,9,0
Employment,Missouri,2016,66,224,499613
Extortion,Missouri,2016,19,235,103064
Gambling,Missouri,2016,0,1,0
Government Impersonation,Missouri,2016,20,188,54231
Hacktivist,Missouri,2016,1,3,500
Harassment/Threats of Violence,Missouri,2016,94,254,42895
Social Media,Missouri,2016,94,303,1003714
Health Care Related,Missouri,2016,3,2,0
IPR/Copyright and Counterfeit,Missouri,2016,11,29,31757
Identity Theft,Missouri,2016,48,240,275746
Investment,Missouri,2016,7,25,517933
Lottery/Sweepstakes,Missouri,2016,16,77,242299
Malware/Scareware,Missouri,2016,10,43,5091
Misrepresentation,Missouri,2016,31,73,54358
No Lead Value,Missouri,2016,45,70,0
Non-payment/Non-Delivery,Missouri,2016,559,"1,033",2188450
Other,Missouri,2016,57,176,655382
Personal Data Breach,Missouri,2016,117,432,245958
Phishing/Vishing/Smishing/Pharming,Missouri,2016,60,286,322769
Ransomware,Missouri,2016,2,43,11688
Re-shipping,Missouri,2016,7,10,7800
Real Estate/Rental,Missouri,2016,84,151,2106908
Tech Support,Missouri,2016,17,180,70534
Terrorism,Missouri,2016,1,7,0
Virus,Missouri,2016,3,26,5370
Virtual Currency,Missouri,2016,2,13,102967
419/Overpayment,Montana,2016,23,97,239110
Advanced Fee,Montana,2016,21,51,183798
Auction,Montana,2016,50,32,66370
BEC/EAC,Montana,2016,8,32,1263070
Charity,Montana,2016,0,0,0
Civil Matter,Montana,2016,2,3,7160
Confidence Fraud/Romance,Montana,2016,13,37,609385
