crime_type,state,year,subject_count,victim_count,loss_amount
Ransomware,Hawaii,2019,0,7,0
Re-shipping,Hawaii,2019,0,2,0
Real Estate/Rental,Hawaii,2019,45,101,264715
Spoofing,Hawaii,2019,8,74,811771
Tech Support,Hawaii,2019,3,60,200521
Terrorism,Hawaii,2019,0,1,0
Virtual Currency,Hawaii,2019,10,158,622207
Advanced Fee,Idaho,2019,13,55,1175397
BEC/EAC,Idaho,2019,14,96,2318883
Charity,Idaho,2019,0,1,5650
Civil Matter,Idaho,2019,0,2,59
Confidence Fraud/Romance,Idaho,2019,27,92,1421497
Corporate Data Breach,Idaho,2019,2,11,62055
Credit Card Fraud,Idaho,2019,10,59,127261
Crimes Against Children,Idaho,2019,2,4,50
Criminal Forums,Idaho,2019,0,0,0
Denial of Service/TDos,Idaho,2019,2,4,0
Employment,Idaho,2019,16,57,179016
Extortion,Idaho,2019,16,237,192772
Gambling,Idaho,2019,0,2,160
Government Impersonation,Idaho,2019,5,75,198708
Hacktivist,Idaho,2019,0,0,0
Harassment/Threats of Violence,Idaho,2019,18,70,31659
Health Care Related,Idaho,2019,1,2,330
IPR/Copyright and Counterfeit,Idaho,2019,99,14,101814
Social Media,Idaho,2019,30,134,257201
Identity Theft,Idaho,2019,10,88,118965
Investment,Idaho,2019,4,17,2918659
Lottery/Sweepstakes/Inheritance,Idaho,2019,6,28,111350
Malware/Scareware/Virus,Idaho,2019,2,15,2290
Misrepresentation,Idaho,2019,10,22,11115
No Lead Value,Idaho,2019,9,74,0
Non-payment/Non-Delivery,Idaho,2019,110,237,2103935
Other,Idaho,2019,13,27,16655
Overpayment,Idaho,2019,29,70,165661
Personal Data Breach,Idaho,2019,19,184,313561
Phishing/Vishing/Smishing/Pharming,Idaho,2019,11,100,65516
Ransomware,Idaho,2019,1,9,0
Re-shipping,Idaho,2019,0,3,32887
Real Estate/Rental,Idaho,2019,8,50,1592760
Spoofing,Idaho,2019,21,72,447209
Tech Support,Idaho,2019,15,60,1543231
Terrorism,Idaho,2019,0,0,0
Virtual Currency,Idaho,2019,12,159,4733889
Advanced Fee,Illinois,2019,230,360,3510064
BEC/EAC,Illinois,2019,147,782,65235477
Charity,Illinois,2019,4,8,52565
Civil Matter,Illinois,2019,23,40,341991
Confidence Fraud/Romance,Illinois,2019,218,518,11047440
Corporate Data Breach,Illinois,2019,13,66,1632320
Credit Card Fraud,Illinois,2019,167,381,3646855
Crimes Against Children,Illinois,2019,3,25,300
Criminal Forums,Illinois,2019,0,0,0
Denial of Service/TDos,Illinois,2019,8,54,0
Employment,Illinois,2019,188,388,631313
Extortion,Illinois,2019,145,"1,230",3560477
Gambling,Illinois,2019,1,4,4006
Government Impersonation,Illinois,2019,58,387,2701293
Hacktivist,Illinois,2019,0,0,0
Harassment/Threats of Violence,Illinois,2019,161,390,490849
Health Care Related,Illinois,2019,1,3,2367
IPR/Copyright and Counterfeit,Illinois,2019,29,90,86242
Social Media,Illinois,2019,281,788,1838156
Identity Theft,Illinois,2019,163,419,2518547
Investment,Illinois,2019,29,71,2685539
Lottery/Sweepstakes/Inheritance,Illinois,2019,37,132,751322
Malware/Scareware/Virus,Illinois,2019,15,229,127591
Misrepresentation,Illinois,2019,68,163,283624
No Lead Value,Illinois,2019,350,792,0
Non-payment/Non-Delivery,Illinois,2019,881,"1,863",5893762
Other,Illinois,2019,78,196,892133
Overpayment,Illinois,2019,285,445,1336215
Personal Data Breach,Illinois,2019,341,"1,072",4154080
Phishing/Vishing/Smishing/Pharming,Illinois,2019,107,590,1741123
Ransomware,Illinois,2019,10,101,1097470
Re-shipping,Illinois,2019,20,26,27903
Real Estate/Rental,Illinois,2019,194,317,3212951
Spoofing,Illinois,2019,174,717,7406737
Tech Support,Illinois,2019,90,454,1556435
Terrorism,Illinois,2019,0,1,13000
Virtual Currency,Illinois,2019,79,776,3200061
Advanced Fee,Indiana,2019,52,190,550958
BEC/EAC,Indiana,2019,68,298,11544682
Charity,Indiana,2019,3,6,1030
Civil Matter,Indiana,2019,7,12,514038
Confidence Fraud/Romance,Indiana,2019,104,288,3249354
Corporate Data Breach,Indiana,2019,2,24,36934
Credit Card Fraud,Indiana,2019,58,172,421057
Crimes Against Children,Indiana,2019,7,20,25000
Criminal Forums,Indiana,2019,0,0,0
Denial of Service/TDos,Indiana,2019,10,19,989
Employment,Indiana,2019,104,201,429607
Extortion,Indiana,2019,53,564,393976
Gambling,Indiana,2019,1,2,500
Government Impersonation,Indiana,2019,20,178,604768
Hacktivist,Indiana,2019,1,0,0
Harassment/Threats of Violence,Indiana,2019,121,198,55398
Health Care Related,Indiana,2019,0,2,100000
IPR/Copyright and Counterfeit,Indiana,2019,7,26,2095761
Social Media,Indiana,2019,126,459,736780
Identity Theft,Indiana,2019,64,182,1068436
Investment,Indiana,2019,10,32,841370
Lottery/Sweepstakes/Inheritance,Indiana,2019,17,102,339148
Malware/Scareware/Virus,Indiana,2019,9,45,2550
Misrepresentation,Indiana,2019,23,80,126460
No Lead Value,Indiana,2019,548,"5,333",0
Non-payment/Non-Delivery,Indiana,2019,440,898,2131609
Other,Indiana,2019,25,78,146451
Overpayment,Indiana,2019,126,200,395635
Personal Data Breach,Indiana,2019,175,640,927234
Phishing/Vishing/Smishing/Pharming,Indiana,2019,33,263,159277
Ransomware,Indiana,2019,2,40,11700
Re-shipping,Indiana,2019,7,9,2500
Real Estate/Rental,Indiana,2019,58,109,987692
Spoofing,Indiana,2019,74,298,3694070
Tech Support,Indiana,2019,22,208,383621
Terrorism,Indiana,2019,0,0,0
Virtual Currency,Indiana,2019,24,333,292797
Advanced Fee,Iowa,2019,32,102,2369332
BEC/EAC,Iowa,2019,12,157,9910940
Charity,Iowa,2019,1,1,419
Civil Matter,Iowa,2019,12,10,8372
Confidence Fraud/Romance,Iowa,2019,41,107,1650707
Corporate Data Breach,Iowa,2019,0,1,0
Credit Card Fraud,Iowa,2019,14,64,9123900
Crimes Against Children,Iowa,2019,2,6,0
Criminal Forums,Iowa,2019,0,0,0
Denial of Service/TDos,Iowa,2019,0,5,0
Employment,Iowa,2019,20,55,202964
Extortion,Iowa,2019,26,201,1631921
Gambling,Iowa,2019,1,2,18
Government Impersonation,Iowa,2019,5,78,148143
Hacktivist,Iowa,2019,1,0,0
Harassment/Threats of Violence,Iowa,2019,56,59,2210
Health Care Related,Iowa,2019,0,0,0
IPR/Copyright and Counterfeit,Iowa,2019,6,6,11700
Social Media,Iowa,2019,51,168,412903
Identity Theft,Iowa,2019,14,51,9364062
Investment,Iowa,2019,2,8,981674
Lottery/Sweepstakes/Inheritance,Iowa,2019,4,41,2238890
Malware/Scareware/Virus,Iowa,2019,0,10,4477
Misrepresentation,Iowa,2019,9,22,12615
No Lead Value,Iowa,2019,51,"3,403",0
Non-payment/Non-Delivery,Iowa,2019,251,383,943080
Other,Iowa,2019,7,34,175781
Overpayment,Iowa,2019,25,84,378043
Personal Data Breach,Iowa,2019,48,173,1282636
Phishing/Vishing/Smishing/Pharming,Iowa,2019,20,108,186603
Ransomware,Iowa,2019,0,12,0
Re-shipping,Iowa,2019,1,2,0
Real Estate/Rental,Iowa,2019,21,44,1021952
Spoofing,Iowa,2019,37,104,2193676
Tech Support,Iowa,2019,13,107,232122
Terrorism,Iowa,2019,1,1,0
Virtual Currency,Iowa,2019,8,100,368597
Advanced Fee,Kansas,2019,49,124,614832
BEC/EAC,Kansas,2019,19,130,10030805
Charity,Kansas,2019,0,1,0
Civil Matter,Kansas,2019,7,8,854
Confidence Fraud/Romance,Kansas,2019,49,107,1710339
Corporate Data Breach,Kansas,2019,11,14,1030090
Credit Card Fraud,Kansas,2019,33,118,300541
Crimes Against Children,Kansas,2019,11,9,12010
Criminal Forums,Kansas,2019,0,0,0
Denial of Service/TDos,Kansas,2019,3,5,1300
Employment,Kansas,2019,28,71,85391
Extortion,Kansas,2019,35,292,430717
Gambling,Kansas,2019,1,2,350
Government Impersonation,Kansas,2019,10,97,673834
Hacktivist,Kansas,2019,0,0,0
Harassment/Threats of Violence,Kansas,2019,47,114,34602
Health Care Related,Kansas,2019,0,4,177700
IPR/Copyright and Counterfeit,Kansas,2019,5,12,1271
Social Media,Kansas,2019,85,170,388904
Identity Theft,Kansas,2019,43,108,271363
Investment,Kansas,2019,7,11,32147
Lottery/Sweepstakes/Inheritance,Kansas,2019,8,44,229322
Malware/Scareware/Virus,Kansas,2019,2,12,0
Misrepresentation,Kansas,2019,20,43,249545
No Lead Value,Kansas,2019,20,45,0
Non-payment/Non-Delivery,Kansas,2019,516,398,1245531
Other,Kansas,2019,15,23,20403
Overpayment,Kansas,2019,49,95,169394
Personal Data Breach,Kansas,2019,84,246,115180
Phishing/Vishing/Smishing/Pharming,Kansas,2019,36,164,218702
Ransomware,Kansas,2019,1,10,132481
Re-shipping,Kansas,2019,0,4,0
Real Estate/Rental,Kansas,2019,22,43,72184
Spoofing,Kansas,2019,76,193,4877921
Tech Support,Kansas,2019,17,85,220736
Terrorism,Kansas,2019,0,0,0
Virtual Currency,Kansas,2019,7,188,39057
Advanced Fee,Kentucky,2019,31,132,230484
BEC/EAC,Kentucky,2019,26,181,10404075
Charity,Kentucky,2019,1,1,0
Civil Matter,Kentucky,2019,7,13,51841
Confidence Fraud/Romance,Kentucky,2019,75,195,1941242
Corporate Data Breach,Kentucky,2019,3,12,237215
Credit Card Fraud,Kentucky,2019,41,125,316591
Crimes Against Children,Kentucky,2019,4,12,0
Criminal Forums,Kentucky,2019,0,0,0
Denial of Service/TDos,Kentucky,2019,0,12,0
Employment,Kentucky,2019,26,114,212067
Extortion,Kentucky,2019,41,334,198019
Gambling,Kentucky,2019,1,1,100
Government Impersonation,Kentucky,2019,20,131,1066648
Hacktivist,Kentucky,2019,0,0,0
Harassment/Threats of Violence,Kentucky,2019,43,150,19235
Health Care Related,Kentucky,2019,0,0,0
IPR/Copyright and Counterfeit,Kentucky,2019,7,16,20205
Social Media,Kentucky,2019,73,289,480453
Identity Theft,Kentucky,2019,31,138,281818
Investment,Kentucky,2019,13,14,147434
Lottery/Sweepstakes/Inheritance,Kentucky,2019,13,54,177798
Malware/Scareware/Virus,Kentucky,2019,8,15,2499
Misrepresentation,Kentucky,2019,21,50,36029
No Lead Value,Kentucky,2019,69,362,0
Non-payment/Non-Delivery,Kentucky,2019,210,575,1582681
Other,Kentucky,2019,16,42,32325
Overpayment,Kentucky,2019,51,144,442451
Personal Data Breach,Kentucky,2019,106,369,114282
Phishing/Vishing/Smishing/Pharming,Kentucky,2019,20,171,152836
Ransomware,Kentucky,2019,1,9,0
Re-shipping,Kentucky,2019,0,7,1540
Real Estate/Rental,Kentucky,2019,25,76,704125
Spoofing,Kentucky,2019,34,171,1226017
Tech Support,Kentucky,2019,14,115,484792
Terrorism,Kentucky,2019,0,1,0
Virtual Currency,Kentucky,2019,28,168,355241
Advanced Fee,Louisiana,2019,42,137,1175260
BEC/EAC,Louisiana,2019,31,230,11002217
Charity,Louisiana,2019,1,4,1332
Civil Matter,Louisiana,2019,12,14,34838
Confidence Fraud/Romance,Louisiana,2019,56,160,7177382
Corporate Data Breach,Louisiana,2019,8,14,18177
Credit Card Fraud,Louisiana,2019,61,110,622393
Crimes Against Children,Louisiana,2019,1,9,0
Criminal Forums,Louisiana,2019,0,0,0
Denial of Service/TDos,Louisiana,2019,3,7,486160
Employment,Louisiana,2019,28,172,416545
Extortion,Louisiana,2019,37,351,136753
Gambling,Louisiana,2019,0,3,2103
Government Impersonation,Louisiana,2019,24,151,290215
Hacktivist,Louisiana,2019,0,1,0
Harassment/Threats of Violence,Louisiana,2019,70,154,2115
Health Care Related,Louisiana,2019,1,1,0
IPR/Copyright and Counterfeit,Louisiana,2019,4,19,19616
Social Media,Louisiana,2019,87,320,790297
Identity Theft,Louisiana,2019,74,153,547901
Investment,Louisiana,2019,6,25,596040
Lottery/Sweepstakes/Inheritance,Louisiana,2019,14,69,549157
Malware/Scareware/Virus,Louisiana,2019,8,27,381
Misrepresentation,Louisiana,2019,23,46,45283
No Lead Value,Louisiana,2019,160,519,0
Non-payment/Non-Delivery,Louisiana,2019,194,592,1129075
Other,Louisiana,2019,33,81,48024
Overpayment,Louisiana,2019,38,148,556610
Personal Data Breach,Louisiana,2019,238,650,720628
Phishing/Vishing/Smishing/Pharming,Louisiana,2019,35,197,65434
Ransomware,Louisiana,2019,1,28,8800
Re-shipping,Louisiana,2019,1,7,18151
Real Estate/Rental,Louisiana,2019,44,64,876988
Spoofing,Louisiana,2019,46,218,4406993
Tech Support,Louisiana,2019,17,135,130677
Terrorism,Louisiana,2019,0,1,0
Virtual Currency,Louisiana,2019,24,198,162536
Advanced Fee,Maine,2019,15,27,199076
BEC/EAC,Maine,2019,18,62,554976
Charity,Maine,2019,0,0,0
Civil Matter,Maine,2019,3,3,0
Confidence Fraud/Romance,Maine,2019,14,49,187176
Corporate Data Breach,Maine,2019,2,7,0
Credit Card Fraud,Maine,2019,14,31,61997
Crimes Against Children,Maine,2019,2,4,0
Criminal Forums,Maine,2019,0,0,0
Denial of Service/TDos,Maine,2019,0,2,0
Employment,Maine,2019,10,25,1280528
Extortion,Maine,2019,13,129,61182
Gambling,Maine,2019,0,0,0
Government Impersonation,Maine,2019,2,25,9320
Hacktivist,Maine,2019,1,0,0
Harassment/Threats of Violence,Maine,2019,14,32,18000
Health Care Related,Maine,2019,0,0,0
IPR/Copyright and Counterfeit,Maine,2019,3,7,2350
Social Media,Maine,2019,27,83,39268
Identity Theft,Maine,2019,8,34,93637
Investment,Maine,2019,1,1,10000
Lottery/Sweepstakes/Inheritance,Maine,2019,6,15,180890
Malware/Scareware/Virus,Maine,2019,1,15,500
Misrepresentation,Maine,2019,8,19,3232
No Lead Value,Maine,2019,10,39,0
Non-payment/Non-Delivery,Maine,2019,149,181,504623
Other,Maine,2019,5,14,315
Overpayment,Maine,2019,19,48,1377744
Personal Data Breach,Maine,2019,24,100,23963
Phishing/Vishing/Smishing/Pharming,Maine,2019,7,48,15098
Ransomware,Maine,2019,2,7,9818
Re-shipping,Maine,2019,0,0,0
Real Estate/Rental,Maine,2019,10,49,1547062
Spoofing,Maine,2019,24,54,61704
Tech Support,Maine,2019,6,34,27134
Terrorism,Maine,2019,0,0,0
Virtual Currency,Maine,2019,8,86,5940
Advanced Fee,Maryland,2019,98,229,932629
BEC/EAC,Maryland,2019,131,501,24535672
Charity,Maryland,2019,0,8,6830
Civil Matter,Maryland,2019,23,23,859807
Confidence Fraud/Romance,Maryland,2019,168,372,7707631
Corporate Data Breach,Maryland,2019,11,25,69911
Credit Card Fraud,Maryland,2019,96,246,1474538
Crimes Against Children,Maryland,2019,5,22,0
Criminal Forums,Maryland,2019,0,0,0
Denial of Service/TDos,Maryland,2019,3,20,592000
Employment,Maryland,2019,124,311,833540
Extortion,Maryland,2019,115,"1,096",1400198
Gambling,Maryland,2019,0,4,24995
Government Impersonation,Maryland,2019,108,318,1396211
Hacktivist,Maryland,2019,0,1,0
Harassment/Threats of Violence,Maryland,2019,100,270,945939
Health Care Related,Maryland,2019,2,4,0
IPR/Copyright and Counterfeit,Maryland,2019,14,39,92036
Social Media,Maryland,2019,120,550,774664
Identity Theft,Maryland,2019,86,333,2604617
Investment,Maryland,2019,16,64,7146345
Lottery/Sweepstakes/Inheritance,Maryland,2019,26,88,227350
Malware/Scareware/Virus,Maryland,2019,6,55,32738
Misrepresentation,Maryland,2019,36,99,886683
No Lead Value,Maryland,2019,"5,336","5,485",0
Non-payment/Non-Delivery,Maryland,2019,532,"1,148",3853661
Other,Maryland,2019,49,91,450656
Overpayment,Maryland,2019,128,323,874213
Personal Data Breach,Maryland,2019,158,778,1437400
Phishing/Vishing/Smishing/Pharming,Maryland,2019,87,413,802471
Ransomware,Maryland,2019,3,41,230092
Re-shipping,Maryland,2019,7,22,41873
Real Estate/Rental,Maryland,2019,80,195,2645936
Spoofing,Maryland,2019,81,344,5220583
Tech Support,Maryland,2019,72,304,866331
Terrorism,Maryland,2019,0,2,3000
Virtual Currency,Maryland,2019,33,764,4771735
Advanced Fee,Massachusetts,2019,61,221,3258696
BEC/EAC,Massachusetts,2019,82,625,45944094
Charity,Massachusetts,2019,0,8,210500
Civil Matter,Massachusetts,2019,20,20,6839
Confidence Fraud/Romance,Massachusetts,2019,110,285,17675211
Corporate Data Breach,Massachusetts,2019,7,27,275845
Credit Card Fraud,Massachusetts,2019,72,210,2100919
Crimes Against Children,Massachusetts,2019,5,14,0
Criminal Forums,Massachusetts,2019,0,0,0
Denial of Service/TDos,Massachusetts,2019,14,21,0
Employment,Massachusetts,2019,110,218,921151
Extortion,Massachusetts,2019,76,931,3567804
Gambling,Massachusetts,2019,1,6,2530
Government Impersonation,Massachusetts,2019,28,300,2725744
Hacktivist,Massachusetts,2019,1,3,125000
Harassment/Threats of Violence,Massachusetts,2019,69,223,864633
Health Care Related,Massachusetts,2019,1,8,15035
IPR/Copyright and Counterfeit,Massachusetts,2019,21,51,306944
Social Media,Massachusetts,2019,98,498,2130858
Identity Theft,Massachusetts,2019,82,234,2232817
Investment,Massachusetts,2019,22,33,4015429
Lottery/Sweepstakes/Inheritance,Massachusetts,2019,15,148,1718750
Malware/Scareware/Virus,Massachusetts,2019,7,50,199023
Misrepresentation,Massachusetts,2019,24,101,82946
No Lead Value,Massachusetts,2019,65,668,0
Non-payment/Non-Delivery,Massachusetts,2019,371,"1,115",1620197
Other,Massachusetts,2019,26,83,10670
Overpayment,Massachusetts,2019,110,323,1800692
Personal Data Breach,Massachusetts,2019,151,629,1368355
Phishing/Vishing/Smishing/Pharming,Massachusetts,2019,57,442,2603403
Ransomware,Massachusetts,2019,1,35,53001
Re-shipping,Massachusetts,2019,8,7,0
Real Estate/Rental,Massachusetts,2019,107,333,6306236
Spoofing,Massachusetts,2019,59,373,7696996
Tech Support,Massachusetts,2019,24,283,1155121
Terrorism,Massachusetts,2019,0,1,0
Virtual Currency,Massachusetts,2019,51,629,781466
Advanced Fee,Michigan,2019,100,320,1821229
BEC/EAC,Michigan,2019,82,579,24733625
Charity,Michigan,2019,6,10,150
Civil Matter,Michigan,2019,6,21,206556
Confidence Fraud/Romance,Michigan,2019,122,433,6384635
Corporate Data Breach,Michigan,2019,9,35,1676824
Credit Card Fraud,Michigan,2019,102,311,1268257
Crimes Against Children,Michigan,2019,10,40,15000
Criminal Forums,Michigan,2019,0,0,0
Denial of Service/TDos,Michigan,2019,6,31,61
Employment,Michigan,2019,92,292,1494511
Extortion,Michigan,2019,99,965,1330603
Gambling,Michigan,2019,0,2,2200
Government Impersonation,Michigan,2019,31,321,1865054
Hacktivist,Michigan,2019,0,0,0
Harassment/Threats of Violence,Michigan,2019,92,302,195586
Health Care Related,Michigan,2019,3,8,10422
IPR/Copyright and Counterfeit,Michigan,2019,22,48,23053
Social Media,Michigan,2019,206,686,1220365
Identity Theft,Michigan,2019,85,275,1254957
Investment,Michigan,2019,35,38,797669
Lottery/Sweepstakes/Inheritance,Michigan,2019,33,132,1064864
Malware/Scareware/Virus,Michigan,2019,10,54,3883
Misrepresentation,Michigan,2019,52,152,140026
No Lead Value,Michigan,2019,134,"1,021",0
Non-payment/Non-Delivery,Michigan,2019,661,"1,454",2738565
Other,Michigan,2019,36,116,55628
Overpayment,Michigan,2019,144,360,2042697
Personal Data Breach,Michigan,2019,204,839,958439
Phishing/Vishing/Smishing/Pharming,Michigan,2019,63,502,658253
Ransomware,Michigan,2019,0,49,114000
Re-shipping,Michigan,2019,3,14,73500
Real Estate/Rental,Michigan,2019,80,247,3051828
Spoofing,Michigan,2019,96,562,2597286
Tech Support,Michigan,2019,48,401,962494
Terrorism,Michigan,2019,1,2,0
Virtual Currency,Michigan,2019,59,604,917361
Advanced Fee,Minnesota,2019,62,171,781885
BEC/EAC,Minnesota,2019,52,428,23256989
Charity,Minnesota,2019,4,12,20622
Civil Matter,Minnesota,2019,4,12,16018
Confidence Fraud/Romance,Minnesota,2019,96,363,6846879
Corporate Data Breach,Minnesota,2019,3,20,540889
Credit Card Fraud,Minnesota,2019,81,150,1519643
Crimes Against Children,Minnesota,2019,1,14,0
Criminal Forums,Minnesota,2019,0,0,0
Denial of Service/TDos,Minnesota,2019,3,7,0
Employment,Minnesota,2019,59,147,290226
Extortion,Minnesota,2019,49,637,443275
Gambling,Minnesota,2019,0,3,460
Government Impersonation,Minnesota,2019,21,227,615361
Hacktivist,Minnesota,2019,0,0,0
Harassment/Threats of Violence,Minnesota,2019,55,141,151387
Health Care Related,Minnesota,2019,1,6,50410
IPR/Copyright and Counterfeit,Minnesota,2019,7,33,20331
Social Media,Minnesota,2019,87,427,1275277
Identity Theft,Minnesota,2019,46,168,1749981
Investment,Minnesota,2019,12,28,1142274
Lottery/Sweepstakes/Inheritance,Minnesota,2019,16,91,375749
Malware/Scareware/Virus,Minnesota,2019,0,27,2239
Misrepresentation,Minnesota,2019,30,71,37076
No Lead Value,Minnesota,2019,109,168,0
Non-payment/Non-Delivery,Minnesota,2019,452,786,1792851
Other,Minnesota,2019,20,70,392265
Overpayment,Minnesota,2019,81,227,1067620
Personal Data Breach,Minnesota,2019,99,429,362468
Phishing/Vishing/Smishing/Pharming,Minnesota,2019,34,259,2646973
Ransomware,Minnesota,2019,5,30,51100
Re-shipping,Minnesota,2019,1,4,1497
Real Estate/Rental,Minnesota,2019,69,156,2895332
Spoofing,Minnesota,2019,45,265,8735130
Tech Support,Minnesota,2019,26,211,1255753
Terrorism,Minnesota,2019,0,0,0
Virtual Currency,Minnesota,2019,26,410,1097573
Advanced Fee,Mississippi,2019,27,76,633747
BEC/EAC,Mississippi,2019,18,82,5846230
Charity,Mississippi,2019,1,4,5
Civil Matter,Mississippi,2019,1,8,160
Confidence Fraud/Romance,Mississippi,2019,25,93,1286258
Corporate Data Breach,Mississippi,2019,2,2,88634
Credit Card Fraud,Mississippi,2019,30,67,289111
Crimes Against Children,Mississippi,2019,5,9,0
Criminal Forums,Mississippi,2019,0,0,0
Denial of Service/TDos,Mississippi,2019,0,3,0
Employment,Mississippi,2019,16,66,42032
Extortion,Mississippi,2019,20,165,441968
Gambling,Mississippi,2019,0,1,0
Government Impersonation,Mississippi,2019,9,65,222000
Hacktivist,Mississippi,2019,0,0,0
Harassment/Threats of Violence,Mississippi,2019,41,96,29965
Health Care Related,Mississippi,2019,1,1,478
IPR/Copyright and Counterfeit,Mississippi,2019,2,9,539
Social Media,Mississippi,2019,62,140,650990
Identity Theft,Mississippi,2019,35,61,212729
Investment,Mississippi,2019,2,12,37063
Lottery/Sweepstakes/Inheritance,Mississippi,2019,9,23,492527
Malware/Scareware/Virus,Mississippi,2019,4,8,3000
Misrepresentation,Mississippi,2019,8,20,28581
No Lead Value,Mississippi,2019,92,159,0
Non-payment/Non-Delivery,Mississippi,2019,342,361,738550
Other,Mississippi,2019,22,33,9197
Overpayment,Mississippi,2019,31,59,65787
Personal Data Breach,Mississippi,2019,70,202,185684
Phishing/Vishing/Smishing/Pharming,Mississippi,2019,11,98,34504
Ransomware,Mississippi,2019,1,11,377350
Re-shipping,Mississippi,2019,3,12,3084
Real Estate/Rental,Mississippi,2019,14,26,323735
Spoofing,Mississippi,2019,34,105,1666920
Tech Support,Mississippi,2019,9,63,149926
Terrorism,Mississippi,2019,0,1,0
Virtual Currency,Mississippi,2019,6,101,92030
Advanced Fee,Missouri,2019,82,269,2511708
BEC/EAC,Missouri,2019,36,319,10285655
Charity,Missouri,2019,2,3,0
Civil Matter,Missouri,2019,11,18,21235
Confidence Fraud/Romance,Missouri,2019,80,304,5157304
Corporate Data Breach,Missouri,2019,6,18,307140
Credit Card Fraud,Missouri,2019,72,272,1207461
Crimes Against Children,Missouri,2019,3,28,300
Criminal Forums,Missouri,2019,0,0,0
Denial of Service/TDos,Missouri,2019,1,6,0
Employment,Missouri,2019,55,194,267338
Extortion,Missouri,2019,58,714,1338882
Gambling,Missouri,2019,1,2,85
Government Impersonation,Missouri,2019,22,229,1258841
Hacktivist,Missouri,2019,0,0,0
Harassment/Threats of Violence,Missouri,2019,105,392,61123
Health Care Related,Missouri,2019,3,8,1966
IPR/Copyright and Counterfeit,Missouri,2019,11,46,26441
Social Media,Missouri,2019,117,422,585011
Identity Theft,Missouri,2019,97,256,972504
Investment,Missouri,2019,8,36,3708495
Lottery/Sweepstakes/Inheritance,Missouri,2019,14,111,642980
Malware/Scareware/Virus,Missouri,2019,4,27,0
Misrepresentation,Missouri,2019,29,106,179613
No Lead Value,Missouri,2019,97,256,0
Non-payment/Non-Delivery,Missouri,2019,448,887,1811301
Other,Missouri,2019,15,56,56452
Overpayment,Missouri,2019,89,232,732905
Personal Data Breach,Missouri,2019,186,715,605310
Phishing/Vishing/Smishing/Pharming,Missouri,2019,48,373,124469
Ransomware,Missouri,2019,2,30,0
Re-shipping,Missouri,2019,4,17,15330
Real Estate/Rental,Missouri,2019,70,100,1029119
Spoofing,Missouri,2019,87,492,1818674
Tech Support,Missouri,2019,14,189,761838
Terrorism,Missouri,2019,0,1,0
Virtual Currency,Missouri,2019,27,466,2969027
Advanced Fee,Montana,2019,26,33,52598
BEC/EAC,Montana,2019,5,55,2497998
Charity,Montana,2019,0,1,0
Civil Matter,Montana,2019,1,5,40869
Confidence Fraud/Romance,Montana,2019,17,53,3609397
Corporate Data Breach,Montana,2019,3,3,26589
Credit Card Fraud,Montana,2019,8,46,544046
Crimes Against Children,Montana,2019,0,0,0
Criminal Forums,Montana,2019,0,0,0
Denial of Service/TDos,Montana,2019,0,2,0
Employment,Montana,2019,6,35,69330
Extortion,Montana,2019,15,189,74858
Gambling,Montana,2019,1,0,0
Government Impersonation,Montana,2019,3,44,16814
Hacktivist,Montana,2019,0,0,0
Harassment/Threats of Violence,Montana,2019,7,30,40900
Health Care Related,Montana,2019,0,2,1200
IPR/Copyright and Counterfeit,Montana,2019,1,3,198
Social Media,Montana,2019,76,106,175114
Identity Theft,Montana,2019,11,42,694391
Investment,Montana,2019,7,10,110600
Lottery/Sweepstakes/Inheritance,Montana,2019,7,27,298960
Malware/Scareware/Virus,Montana,2019,0,12,0
Misrepresentation,Montana,2019,7,10,22733
No Lead Value,Montana,2019,22,48,0
Non-payment/Non-Delivery,Montana,2019,670,154,482259
Other,Montana,2019,4,16,30000
Overpayment,Montana,2019,15,54,286477
Personal Data Breach,Montana,2019,19,145,72950
Phishing/Vishing/Smishing/Pharming,Montana,2019,12,49,244585
Ransomware,Montana,2019,1,3,18366
Re-shipping,Montana,2019,0,0,0
Real Estate/Rental,Montana,2019,11,26,143611
Spoofing,Montana,2019,78,41,493614
Tech Support,Montana,2019,7,43,89646
Terrorism,Montana,2019,0,0,0
Virtual Currency,Montana,2019,9,131,91978
Advanced Fee,Nebraska,2019,30,54,626238
BEC/EAC,Nebraska,2019,14,110,5177581
Charity,Nebraska,2019,1,1,0
Civil Matter,Nebraska,2019,0,3,74
Confidence Fraud/Romance,Nebraska,2019,18,72,942695
Corporate Data Breach,Nebraska,2019,1,4,450
Credit Card Fraud,Nebraska,2019,14,61,1374773
Crimes Against Children,Nebraska,2019,1,3,0
Criminal Forums,Nebraska,2019,0,0,0
Denial of Service/TDos,Nebraska,2019,1,6,0
Employment,Nebraska,2019,8,31,28032
Extortion,Nebraska,2019,19,215,118778
Gambling,Nebraska,2019,1,3,50000
Government Impersonation,Nebraska,2019,4,64,99100
Hacktivist,Nebraska,2019,0,0,0
Harassment/Threats of Violence,Nebraska,2019,13,54,3299
Health Care Related,Nebraska,2019,0,0,0
IPR/Copyright and Counterfeit,Nebraska,2019,6,11,46506
Social Media,Nebraska,2019,132,141,95450
Identity Theft,Nebraska,2019,11,51,1419745
Investment,Nebraska,2019,1,10,757603
Lottery/Sweepstakes/Inheritance,Nebraska,2019,0,35,547750
